,idx,question,content,best_answer,focus,age,gender,other_demographic,sadness_support,sadness_cause,joy_support,joy_cause,fear_support,fear_cause,anger_support,anger_cause,surprise_support,surprise_cause,disgust_support,disgust_cause,trust_support,trust_cause,anticipation_support,anticipation_cause,confusion_support,confusion_cause,denial_support,denial_cause,neutral,other_emotional_state,informational_support,emotional_support,esteem_support,tangible_support,network_support,other_support,support_needs,any_notes,other_demographic ,focus 
43,2583388,Diagnose with a Genetic Disorder?,"I met the love of my life when i was 17 yrs old, now i am 27 and have borne three boys. I have since started college for a more meaningful life for all of us, but the main reason being for going to college was my partner was diagnosed with Huntington Disease about three yrs ago, i am not a single parent but i feel i am obliged to make a career for the sake of our boys because it seems i won't always have their dad around,.......Am i burying dad before his time or am i doing the right thing for our family?",i think your doing the right thing. your trying to ensure you can provide for your family if the worst happens. i find that admirable,Genetic Disorder,25-34 years old,Female,,,,,,i am not a single parent but i feel i am obliged to make a career for the sake of our boys because it seems i won't always have their dad around,it seems i won't always have their dad around,,,,,,,,,,,,,,,,,,Am i burying dad before his time or am i doing the right thing for our family?,,,,,Yes: i think your doing the right thing. your trying to ensure you can provide for your family if the worst happens. i find that admirable,,,
44,3776251,Missed Miscarriage?,"I just had my 9 week ultra sound to see the baby's heart beat.  Unfortunately, we didnt see one.  My dr. said that the baby should have been miscarried, but for some reason my body held onto it.  The baby doesnt have a heart beat, and she has no requested for some blood work to be done, and I am scheduled to have a procedure done on friday to expel the baby.  Are there any chances the dr could be wrong?  She said that its just an abnormal sperm or egg where the baby isnt developing correct, and it had nothing to do with what I could or couldnt do.  

This would be my first child and both my husband and I are sooo devastated.  Has this happened to anyone else?","I'm so sorry to hear this. To answer your question, yes this has happened to me. With my first pregnancy I began bleeding at 13 weeks. When I went to the doctor it appeared that the baby had not been growing for around 5 to 6 weeks. 

I would definitely request a second ultrasound so that you can see for certain what is going on. It helps to know. 

It has been speculated that nearly half of pregnancies end in miscarriage. There are many reasons that it happens, but in most cases it's just something isn't developing correctly. 

I'm not sure if it's much consolation to you, but I went on to have another baby less than a year later, two years after that, I had another baby.

I'm so sorry for your loss.",Miscarriage,,,,"My dr. said that the baby should have been miscarried, but for some reason my body held onto it.",Miscarriage,,,,,,,,,,,,,,,,,,,,,,Are there any chances the dr could be wrong?,,,,,Yes:  I'm so sorry for your loss.,,,
45,3165039,i need help?,"I was in a car wreck 17 mths ago and told i have permanet damage to my neck and shoulder, and now i found out my mom has alzheimers and she lives next door so i am trying to take care of her. How can i handle all this. Am I really depressed or just kidding myself.I am all so much medicine for spasms and pain, im just confussed. I also had to take a law suit out on the person who rear ended me and I applied for disability and ssi.","They have what they call home bound nurses that come to houses and take care of people like your mother, check it out and see if you can get one to help you out.","permanent damage to my neck and shoulder,",,,,,,,,,,,,,,,,,,,,"I am all so much medicine for spasms and pain, im just confussed.",spasms and pain,,,,,,How can i handle all this.,,,,,No,,,
46,2693684,"I need help, can someone help me?","My problem is that I have a lot of mental problems and if I don't talk to someone, I'm going to do something really bad... Here is a list of my prblems:

Narcissistic Personality Disorder 
Histrionic Personality Disorder 
Nightmares
Schizoid Personality Disorder
Social Phobia 
Impulse-Control Disorders
Intermittent Explosive Disorder 
Perfectionism
Very High Stress
Bipolar Depression 

...I can't afford actual help from a pro, so who can I get that's really good and doesn't cost too much?? I live in Nebraska, Omaha.

Who can I get that's really really good, yet somewhat cheap?? 

Also, if there is an actual person that is a Therapist and can talk to me and maybe calm me down, I need that badly. Please help!!!

I'm going crazy!!! HELP!!!!","Go to your local ER.   Tell them how you are feeling.  Let them know you think you may do something ""Bad"".  There are programs that are in place to help and you may do best with an inpatient treatment at least long enough to get some intense counseling and try different medications.",mental problems,,,,"My problem is that I have a lot of mental problems and if I don't talk to someone, I'm going to do something really bad",I'm going to do something really bad,,,,,,,,,,,,,,,,,,,,,,"I need help, can someone help me?",,,,,"Yes: Tell them how you are feeling.  Let them know you think you may do something ""Bad"".",,,
47,4240244,"My friend didn't tell me , but pushed me away instead? I really need help?","My best friend and i have been inseprible for over 10 years now. She all of a sudden started pushing me away and not letting me go anywhere near her. she told me she hated me and never wanted to see me again. 
This hurt so much, and i was lost without her. she said so many hateful things to me, and i returned the favour to her. well after 1 month of not talking her mum called me and told me she was in the hospital and really really sick.

I went to the hospital and found she has cancer and wouldn't be alive much longer, she could barely talk. she told me that she pushed me away because she wanted me to get used to her not being there before she had to leave. She died the next day...

She was like a sister to me, and now I'll never get to see her again, why couldn't she just tell me, i feel so guilty about the things i said to her, how can i feel better about it? i just wish i could say sorry...","first of all, your friend was trying to protect you.  When things go wrong like that we as humans always seem to hurt the ones we love and those closest to us. maybe she was trying to safe you the pain and anguish of having to watch her die.and I am sure she was scared, both of dying and of how you might react.  It is always hard when a life ends with unfinished busines like this. I am sure if you knew the facts, then you would not have said these things to her, but i am sure she will forgive you.  WHen you went to the hospital did you tell her you did not mean what was said, as I am sure she appologised as well.  Only thing that can help is yourself, you have to accept that this was not under normal circumstances that this happened, and your friend did start by saying hurtful things to you.  People deal with things differently in life and this was her way off dealing with things.

Best advice I can give is for you to give it time, and if time is not the answer then find someone who you can talk to, a friend, doctor or a councilor.  Try going to her grave and talk to her tell her you are sorry.  Perhaps you can raise funds in her name for the cancer unit at the local hospital as away of easing the burden.  If you are a believer in psychics and mediums, then they can help you con5tact her or pass on a message.  my e mail address if you need to chat is trishaf2001@yahoo.co.uk drop me a line f you want and we can go to msn and chat there  hope this helps.  just remember the good times 

good luck",,,,,"why couldn't she just tell me, i feel so guilty about the things i said to her, how can i feel better about it",guilty,,,,,,,,,,,,,,,,,,,,,,I really need help?,,,,,Yes: just remember the good times   good luck,,,
2,2256815,does anyone have any details on extreme manic bipolar disorders? my x was diagnosed & he's scaring our  kid,he's 47 & she's 23 now. they live 45 mins. apart but he goes off into psychotic irrate rages on her cell phone regularly. should I be worried for her personal safety? i'm over 1 1/2hrs. away from her so it's not like I can rush to her side to save her from him if he goes postal on her. she doesn't seem to think he's a physical threat but I sure do. please help! I don't know enough about this problem of  his to know what's up!,"Do you honestly feel that he could be violent? Was he ever threatening and violent with you?
Bi-Polar (manic depression) causes periods of extreme down moods followed by extreme highs. It won't cause him to be violent unless he already has it in him and you will know deep down whether or not he has got it in him.
I know you are exremely worried. The only thing I can say is to try and keep an eye on the situation and maybe keep a record of the phone calls and any other abuse she may recieve. The more you have the more the police will help in these situations if it comes to that.   xx",manic bipolar disorders,,,,,,,,she doesn't seem to think he's a physical threat but I sure do.,physical threat,,,,,,,,,,,,,,,,,,please help! I don't know enough about this problem of  his to know what's up!,,,,,Yes: I know you are exremely worried. The only thing I can say is to try and keep an eye on the situation and maybe keep a record of the phone calls and any other abuse she may recieve. The more you have the more the police will help in these situations if it comes to that.   xx,,,
3,3203214,"My son had hepatitis A on 25/5 with Typhoid, was hopitalised. On 30/6 S billirubin level is 10. what is remedy","When hospitalised on 4/6/06 SGOT-4300, SGPT-3000, S Billirubin-3.8, Hb 9.9%. On discharge on 13/6/06 SGOT-110 SGPT-64 S Billirubi - 10.5, Hb - 7.1%. In last 2 weeks the S billirubin level is now 15.8 with SGPT - 50. 
Medication - During hospitalisation - Hepamerz with IV and Potassium chloride injection. 1 liver tonic and low fat diet. 
After discharge the medication is as follows:
Hepamerz syrup-10ml - 3 times a day
Tab UDLIV -300 mg - 2 times a day
Liver tonic - 7.5 ml - 2 times a day
Iron cap HEMSI- 1 a day . Low fat diet with more emphasis on fruits.
The condition has not improved in the last one week. 
Whether anyone can advice further course of action?","You might want to investigate natural anti-virals like olive leaf extract, grapefruit seed extract, and colloidal silver these are very potent and have worked well to reduce viral loads in studies I have read about. Good luck!",Typhoid,,,,,,,,The condition has not improved in the last one week.,Typhoid,,,,,,,,,,,,,,,,,,,,,Whether anyone can advice further course of action?,,No,,,
5,1246820,pregnant at last?,"after 2and half yrs of marriage ,i tested positive for the first time in my life,iwas very happy so was my hubby.3days after,which was suppose to be my period day if iwasnt pregnant i saw brownish spots. by the following day i started bleeding with little menstrual pain. got to the doc. he checked and said cervix was tight.ultrasound was too early they couldnt see anything.the same day i tested it was still positive .two days after the blood stopped i was still positive. a week after it was negative .and now yesterday  and today ive being having nausea, dizzyness, tiredness.e.t.c. i intend to test again tommorrow . i dont understand  what is happening. does it mean it takes time for the hormone to leave the body if it was a miscarriage? why did i test positive some days after and negative after a week. the bleeding was mild and it was for 3 days like monthly period.","To a layperson such as myself, it sounds like a miscarriage happened. The hormones can take their sweet time in leaving the body. 

I hope the best for you :)",miscarriage,,,,,,,,,,,,,,,,,,,,i intend to test again tommorrow . i dont understand  what is happening. does it mean it takes time for the hormone to leave the body if it was a miscarriage,miscarriage,,,,,,,,,why did i test positive some days after and negative after a week.,,No,,,
10,3464360,"I am 12 weeks pregnant and EXTREMELY irritable, did this happen to you?","Even before I found out I was pregnant, I have been really really irritable. I seem not to be able to control my anger. I think it is the hormones, but my husband seems to think I am ""choosing"" to act this way. It is really hard for me to control and having zero sympathy just makes it worse. What should I do? Everything from traffic, to waiting in line, to all the chores that get overlooked, my toddler being difficult seems to push me over the edge. I am not dangerous or violent, but I do lash out verbally and inside can feel annoyance and irritability mounting. What did you do and did this pass with time?",None,irritable,,,,It is really hard for me to control and having zero sympathy just makes it worse.,really hard for me to control,,,,,,,,,"Even before I found out I was pregnant, I have been really really irritable.",irritable,,,,,,,,,,,,,,,"I am 12 weeks pregnant and EXTREMELY irritable, did this happen to you?",,No,,,
11,2128319,"Do you think that it is unfair that I have to Babysit my 15-year old brother who has autism, ADHD and........?",Aspergers syndrome. Yes he has temper tantrums and i am in junior high and he is a sophomore in H.S. and when my mom and Dad are working i have to watch him...But here is the catch i am downstairs watching tv and we have a PS2 and he lives on the PS2 and the computer but when he dies on either one he throws a fit and starts pounding on the futon that is detroyed and pictures of my dads medals (he was in the army) start falling off and he does not care all he cares about is the playstation... Can You give me some advice please that would be greatly appreciated!!,"It sounds unfair. But being part of a family is about coming together as unit and working towards all of your happiness and prosperity. If you parents have to work and can't be provided with a care worker to watch you brother then I guess they have no choice.
I must be very difficult to have a brother with these syndromes and I have alot of respect for you for looking after your brother...its not a task any of your family asked for and I'm sure you love him very much.
Its sounds like you should  sit down and talk calmly to your parents about this when they are not busy themselves(ie not stressed). You need to be objective and explain that it is too much for you as a 15year to be looking after your brother all this time, you have your own life too. Would it be possible to get a care worker that could come and watch your brother when they work. Or could you come to a compromise where you look after him less and someone else watches him(care worker/sibling/family member) at other times.
I'm from the UK, so US may be different but in the UK your family would be entitled to a full-time care worker for free. Maybe your family are entitled to something similar.
ISSuE;HE BECOMES VIOLENT TO YOUR FURNISHINGS WHEN HE DIES ON PLAYSTATION
With this you need to make your parents clear on what he does and how it makes you feel(does it distress you?). Further I think that you a should keep in mind the Police have a duty to come round if you feel unsafe or he is going to far. Nothing bad will happen to your brother they will just calm him down and restrain him(reasonably). He won't go to jail as they will understand his symptoms. Its important to know that the Police are there to help citizens not just catch criminals.",Aspergers syndrome,,,,,,,,,,he throws a fit and starts pounding on the futon that is detroyed and pictures of my dads medals (he was in the army) start falling off and he does not care all he cares about is the playstation.,Aspergers syndrome,,,,,,,,,,,,,,,,,,,Can You give me some advice please that would be greatly appreciated!!,,No,,,
14,2336132,Implanted Cardiac Defibrillator?,"Four years ago I had an episode where I went into V-Tac, the paramedics had to jolt me with their mobile defibrillator to get my heart back into normal rythum.
  At the hospital it was determined I needed an implanted defibrellator to controle any further problems. they also put me on the medication Amiodarone which is a antiarrithmic.
 Last year I had a episode where the unit discharged five times about one minute apart, felt like getting hit in the chest with a sledge hammer.
  After that episode I feel a bit anxious about the next time this may accour, believe me Im not looking foreward to it.
  Are there other people that feel the same, apprehensive about the next time, always on the back of your mind?
  For those on Amiodarone what side affects do you feel. I get very fatigued.","Please see the web pages for more details on ICD and Amiodarone.
One problem with an ICD is that it sometimes delivers shocks when you do not need them. Even though a shock lasts a very short time, you can usually feel it. Every shock you feel should be notified to your doctor. The settings of the ICD may need to be adjusted or your medications may need to be changed.ICD problems can sometimes be prevented by programming the device to sound an alert when there is a problem. This can be done by your electrophysiologist. If you heart your ICD alert, you should immediately call your doctor.
WARNING: In June 2005, certain ICD models and biventricular pacemaker-defibrillators were recalled by the manufacturer because of a circuitry flaw that prevents the devices from delivering therapeutic electrical shocks when needed. The problem may result in patient death. Two deaths are believed to be associated with the malfunction. Although the U.S. Food and Drug Administration did not make any specific recommendations, the agency encourages patients who may have such a device to ask their health care doctor if they should have it removed or replaced. The devices affected by this recall are:
    * PRIZM 2 DR, Model 1861, manufactured on or before April 16, 2002
    * CONTAK RENEWAL, Model H135, manufactured on or before August 26, 2004
    * CONTAK RENEWAL 2, Model H155, manufactured on or before August 26, 2004",Cardiac Defibrillator,,,,,,,,"After that episode I feel a bit anxious about the next time this may occour, believe me Im not looking foreward to it.",episode,,,,,,,,,,,,,,,,,,,,,"Are there other people that feel the same, apprehensive about the next time, always on the back of your mind?",,No,,,
16,429595,what did i do to recieve this attention?,"headaches, add, asberger syndrome, water in my legs, im not getting along with my mom or other family members, my friends smoke, drink too much, i just want to be me the way i've always wanted to be, no one ever listens, no one is ever there, its like i dont exist, my brother didnt talk to me the whole time he was in college, mom would visit him, but wouldnt drive 10min to visit me, i'd drive 4hrs to visit my uncle when 3wks ahead of time he said he'd be home and he wasnt, what did i do to deserve this treatment?",wah wah wah,attention,,,,"i just want to be me the way i've always wanted to be, no one ever listens, no one is ever there","no one ever listens, no one is ever there",,,,,,,,,,,,,,,,,,,,,,what did i do to recieve this attention?,,,,,No,,,
22,1981657,CA 125 Higher than 1 week before...?,"The doctor ran another CA-125 blood test, the first one was 49.1 the 2nd test was ran 1 week later, I just got the results today, which was 76.1...ok now I am so very scared, does that mean that it is cancer?  Or would endometriosis cause the numbers to go up, had 2 ultra-sounds, 1 cat scan, didn't show up anything, I am to have a D&C, Laparoscopy,and hysteroscopy on Dec 11, I stopped bleeding thank goodness...I just really want to know if anyone out there has had something like this, or Am I the only one?  If it was endometriosis wouldn't I be in pain?  I am not, every-once-in-awhile I get a bad backache with my periods, but nothing else, the doctor said today that I would be in pain, Please someone help...4 weeks of not knowing a thing is so very stressful...I think I am almost to a nervous breakdown.....","CA 125 is normally present in blood but any level more than 35 or a rising level associated only with any significant symptoms warrants further investigations to exclude a malignancy especially of the ovary.

Having said that, there are plenty of reasons for a high and rising CA 125, including peritonitis ( inflammation of intra abdominal lining ), pleuritis ( inflammation of lining of lung usually associated with a chest infection ), pregnancy, benign tumours of gynaeocological origin and also Endometriosis ( as you have enquired)

I understand that your doctor is planning a few investigations lined up only for a safe evaluation and peace of mind. I am hopeful that it will be nothing serious and I will pray for you. Please keep me informed if you can.",CA-125 blood test,,Female,,,,,,"I just got the results today, which was 76.1...ok now I am so very scared, does that mean that it is cancer","results, cancer",,,,,,,,,,,,,,,,,,,,,Please someone help...4 weeks of not knowing a thing is so very stressful...I think I am almost to a nervous breakdown.....,,Yes: I am hopeful that it will be nothing serious and I will pray for you. Please keep me informed if you can.,,,
25,3668350,is there a g.p or mid wife in the house?,"i think i might be pregnant but have no �� to buy a hpt.
my symptoms are 
headaches,sudden mild pains in my stomach,really moody,increase in cervical mucus(thin an creamyish),constantly feeling blaoted,feelin sick but not vomiting,more tierd than usual and peeing more than usual.
my period was due 5th of may but didnt apear yet,last period was 5th april my cycles are 28-30 days,had unprotected sex 16th,18th,20th 21st and 23rd or april.",sounds like it!! you really need to take a test or see your gp to confirm it,pregnant,,,,"feelin sick but not vomiting,more tierd than usual and peeing more than usual.",more tierd than usual and peeing,,,,,,,,,,,,,,,,,,,,,,,,,is there a g.p or mid wife in the house?,,No,,,
26,1478401,"A question concerning serious muscle pain,?","I've been to five doctors, had all kinds of tests, spent a whole lot of money and no one has a clue, so maybe someone on here might know something.....I have a deep, burning pain in the muscles of my upper back, shoulders and upper arms with shooting pains in my hands from my fingers halfway up my forearms, I have no grip anymore and my hands feel like I'm wearing a pair of boxing gloves,I get intense cramps in my calves, biceps and back, my muscles have no stamina at all. This has been slowly coming on over the last ten years or so, getting much worse in the last year....I am a 48 yr old male, construction worker, physically active, don't smoke, don't drink, eat right, take vitamins and work out,.... I've been to an internist,a rheumatologist, 2 neurologists, and a diagnostic clinic. So far no one has a clue,so I'm wondering if anyone here might know of something, maybe my doctors are looking in the wrong place. Thanks for your answers.",it sounds like muscular dystrophy to me...and that is a nervous system problem...look it up and see if you can match your symptoms with muscular dystrophy symptoms,muscle pain,45-54 years old,Male,,,,,,I have no grip anymore and my hands feel like I'm wearing a pair of boxing gloves,no grip anymore,,,,,,,,,,,"I've been to five doctors, had all kinds of tests, spent a whole lot of money and no one has a clue, so maybe someone on here might know something",muscle pain,,,,,,,,,"I'm wondering if anyone here might know of something, maybe my doctors are looking in the wrong place.",,No,,,
28,3867752,Did I have a miscarriage?,"Before my period came 2 days late, I had some unusual cramping. I received it but it was only a little bit of blood and a little brownish. Then I had a blood clot, then my regular period. It was a little runnier and a bit brighter than usual. The next night I had another blood clot, about the size of a tealight candle. It's been normal after that. Is there any way for the doctors or anyone to be able to tell if that was a miscarriage, or if I was under too much stress?","you should get check by your dr. he/she will be able to do a blood test which can determine the levels of hcg in your blood which would indicate pregnancy. they can also tell by these levels if you are in the process of miscarrying. It happened to me. if you are pregnant,and your levels are low, they will probably recommend bed rest. get checked by your dr. good luck",miscarriage,,,,,,,,"Before my period came 2 days late, I had some unusual cramping.",cramping,,,,,,,,,,,,,,,,,,,,,"Is there any way for the doctors or anyone to be able to tell if that was a miscarriage, or if I was under too much stress?",,No,,,
30,2294175,Any women have/had maternal diabetes?,"I just found out that my glucose blood test was abnormal and I am getting another glucose test done tomorrow to see if I am developing diabetes. I am also going to a dietition later in the week so they can tell me what to and what not to eat so that I can try to prevent getting diabetes. Just in case I do get diabetes, any women out there who had it or got it, does it cause difficulties? What effects does it cause?","I had gestational diabetes with both of my boys.  I did not feel any effects from it either time, and both times it was gone as soon as i delivered.  Just dont eat alot of sugars and starches and you will be fine.",maternal diabetes,,,,,,,,,,,,I just found out that my glucose blood test was abnormal and I am getting another glucose test done tomorrow to see if I am developing diabetes.,glucose blood test,,,,,,,,,,,,,,,,,"Just in case I do get diabetes, any women out there who had it or got it, does it cause difficulties? What effects does it cause?",,No,,,
31,2456611,I wasn't going to ask this question. But who knows anything about gallbladders?,"I went to my doctor with bad pain in the upper part of my stomach, just below my breasts. I do have acid reflux. He felt around and it hurt on my right side too. He ordered an ultrasound. I am in between insurance and do not have any coverage until July. I can't afford to private pay. That was yesterday and I am still in pain. I am taking Nexium pills twice a day. 
I don't know if I am imagining all this, but now my right upper back hurts, but my left side hurts too. He asked me if I had black or tarry stools and I didn't until tonight....Now I do.. Have any of you had these symptoms? Or different ones? It seems as if everyone has something different...The other thing that concerned me is my temperature since yesterday is running about 99.2. 

I guess if the pain becomes unbearable I will go to the E.R. and they cannot refuse me care. Please let me know your experience with gallbladders.","Yes, you have all the symptoms of gall stones.  I also experienced a lot of pain in my shoulders and was told that is part of it. I found that if I stayed away from all fatty and fried foods I would feel a ""little"" better.  The attacks started becoming more frequent, it was like a band of pain around my back that was winding around to my solar plexus. When this happened, I was unable to lie down, sit up or anything else. I just couldn't get comfortable. The last attack came when I ate chili for dinner.  Wow! I ended up in the emergency room and after an ultra sound, was told I was off to the operating room. My Doctor told me it wasn't life threatening, the pain was from the gall bladder having spasms when the stone was blocking the bile which put me into almost a frenzy of pain.  I had the Old surgery, this was before the laproscopic surgery was around.  I lost 26 lbs through the ordeal as well.
Later, I met a friend who also had his gallbladder removed only his was gangerous!  If he didn't have surgery right away he would have died!  So it is nothing to fool around with, if you have another attack, go to the hospital for an ultra-sound where they will determine what needs to be done....in the meantime, plenty of fluids, rest as much as you can and be very careful what you eat.  Avoid spices, eat bland until this is taken care of.  I let mine go about a year and felt so good after that I am still shaking my head as to why I didn't do it sooner!
Also, eat very small amounts several times a day to avoid another attack.
I wish you the best of luck with this!",gallbladders,,,,,,,,"I don't know if I am imagining all this, but now my right upper back hurts, but my left side hurts too.","now my right upper back hurts, but my left side hurts too.",,,,,,,,,,,,,,,,,,,,,Have any of you had these symptoms? Or different ones?,,Yes: I wish you the best of luck with this!,,,
32,3536852,What Medication Works For Bipolar Disorder?,"I haven't been to the doctor in a while, but I recently went to a new one, who I think has me all wrong.  I am bipolar, but I think that she diagnosed me with depression and anxiety.  She prescribed Lexapro, which is for depression.  I haven't taken it yet, 1) because I have been feeling better since then, and 2) because most depression medications haven't worked for me and I don't like dealing with side effects.  If you are bipolar, what medication have you found success with?","I have tried several over the past few years and none have really worked.  Rigt now im on topamax (which is normally used for migranes) but is used in bipoloar also, along with a small dose of paxil.  The side effects were really bad the first two weeks(bad headaches, ringing in the ears, tingling in the tips of fingers and toes, no soda at all - any carbonated beverages taste like blood, but have since gone away, (except for the carbonation thing) and I actually do feel pretty good now.  And topamax, is also used as a weight loss pill too!! BONUS!!  (they say topamax is similar to depakote without the weight gain)",Bipolar Disorde,,,,,,,,,,,,,,,,,,,,"I haven't been to the doctor in a while, but I recently went to a new one, who I think has me all wrong.",doctor,,,,,,,,,"If you are bipolar, what medication have you found success with?",,No,,,
36,107231,concerning my daughter?,"it all started when she was 2 months pregnant. the nauseas feeling, even throwing up. But there was also excruciating pain in the stomach. it got so severe that she ended up spending most of the pregnancy in the hospitals with a demerol drip. she has been to all the hospitals in the area plus some that are 50 miles away. Given all the test that the doctors can imagine. Her veins colapsed from all the needles. no one can figure out what is going on. It has been a year and a half since she delivered a healthy little girl, but the pain and vomiting still persist. Has anyone out there ever gone through this and can you tell me what is going on. Its not her pancreas, galbladder, intestines or anything that the doctors can put a finger on.   Please help, we are desparate.","First, is your daughter taking any supplements or prescription medications - especially prescription ones?  When you are taking a prescription and complain about a possible side effect, most doctors won't believe you if your complaint is not one of those listed as a potential side effect  by the drug manufacturer.  Yet as we know, each body is different.  Therefore whatever you are experiencing could be a little known side effect.  When drug companies conduct clinical trials, they often don't report findings that are less than .5% of the test population.  If you happen to be part of that .5%, however, you know that what you experienced is very real, indeed.

I recently underwent a host of tests for recurrent nausea and vomiting.  My mother asked me about medications I was taking and  immediately homed in on one of my medications as one she had been unable to take.  Nausea and vomiting were not listed as possible side effects, but on the advice of my mother and under the care of my physician, I quit taking the medicine in question.  In only three days, the problem was resolved.

If your daughter's problem cannot be tied to a medication or supplement she is ingesting, my next question would be whether or not she has seen an allergist.  Some food allergies can cause nausea and vomiting.  Of course, there are usually accompanying symptoms like edema or rash if that it the case.

A final question would be whether your daughter has been evaluated by an endocrinologist?  I had a friend whose daughter suffered for years with a similar problem before finally being diagnosed with a digestive disorder.  She now eats five small meals daily, has eliminated certain foods from her diet completely  and limits consumption of other foods to a fraction of what she used to eat.  She has been pain and nausea -free for four or five  years.

Medicine is not an exact science.  Generally, a diagnosis is reached either by determining what is NOT going on or on the assumption if X number of people experiencing what you're experiencing have Y disease, then by default that must be what you have.  

Unfortunately, not every ailment is easily diagnosed.  Furthermore, some diseases mimic other diseases so even when you get a diagnosis it can be incorrect.

I realize it is frustrating to continue seeking medical advice, but your best line of defense it to continue to seek help until someone comes up with the right diagnosis.  And if you have not seen an allergist or an endocrinologist, by all means get your daughter to consult one.  It's her body.  She must  i n s i s t  the doctors continue to evaluate her specifics until they figure out what is wrong! 

By offering your situation in this forum, it may be someone will have experienced the same thing and with the information they provide you, you will be armed for the next trip to the doctor.  You are doing all the right things by being PROactive where your daughter's health is concerned.  Hang in there because there IS an answer.  You simply have to continue to search until you find it.","pregnancy, pain and vomiting",,,,,,,,"It has been a year and a half since she delivered a healthy little girl, but the pain and vomiting still persist.",pain and vomiting still persist,,,,,,,,,,,,,,,,,,,,,Has anyone out there ever gone through this and can you tell me what is going on.,,Yes:  You are doing all the right things by being PROactive where your daughter's health is concerned. ,,,
37,119294,Anyone familiar with this type of pain/injury?,"I'm 25.  I played baseball through high school and now I play softball.  I've always had pain in my throwing elbow after 10-12 hard throws and after that it spreads to my bicep and forearm.  The pain is worst on the top and bottom of the elbow/joint(imagine two points of a hinge).  I've mostly played 1st base to reduce the number of throws I make but was recently moved to short stop so it's starting up again.  I've tried a brace, wrapping it, ice, heat, everything.  I'm going to get it checked out because I don't want to cause long term damage, but I'm just wondering if anyone else has experienced something similar and if so, what ended up being the problem?  Oh yeah- I fractured my elbow (cracked it right up the tip) when I was 9, not sure if that has anything to do with it.","YOU NEED TO STRETCH YOUR MUSCLES IN YOUR ARM BEFORE YOU PLAY I GET THE SAME PROBLEM, IT COMES WITH AGE.",pain/injury,25-34 years old,,,,,,,The pain is worst on the top and bottom of the elbow/joint(imagine two points of a hinge).,pain is worst,,,,,,,,,,,,,,,,,,,,,"m just wondering if anyone else has experienced something similar and if so, what ended up being the problem?",,No,,,
38,157902,How long should the swelling last on an ankle sprain?,"I sprained my ankle 5 weeks ago today pretty bad.  It was very swollen for a full week then the swelling started to go down.  Since then the swelling has not gone down much more.  I have pretty much no pain when walking, and I am walking as I was before the fall now.  I just would have thought the swelling would have gone away before now, it still looks like a small egg on the side of my ankle.  Does anyone have any suggestions as to what to do?  Or was anyone in a similiar situation?  How long did it take for your swelling to go away?  Thanks so much!!!","I don't think it is a sprain.  An X-ray may be required at that place to know whether bones have been shifted or cracked and adequate medical help must be obtained.
VR","swelling, ankle sprain",,,,,,,,"I just would have thought the swelling would have gone away before now, it still looks like a small egg on the side of my ankle.",small egg on the side of my ankle,,,,,,,,,,,,,,,,,,,,,Does anyone have any suggestions as to what to do?,,No,,,
39,323576,"How many ladies here got pregnant due to ""condom failure""?","I had just started the NuvaRing and had to use back-up protection for 1 month.  Well, 1 week after I put the ring in, we had the condom slip off and didn't realize it.  I know out of me, my brother and my sister, one of us was concieved due to a condom failure.  :)  Just curious to see how many of you got a ""little surprise"" after a condom accident!  I already have 2 kids and would gladly welcome another little one, but just didn't think we would be possibly be getting pregnant right now because our youngest is only 4 months old.","I'm not a lady nor have I ever been pregnant myself but I do have 5 kids.  Of my 5, 1 is adopted and I have a set of twins.  All 3 pregnancies were due to condom failures... talk about ""little surprises""... 4 of them from 3 surprises.  Even though I've had some pretty rotten luck with condoms I'm so lucky to have the kids I do.",condom,,,,,,,,,,,,"Just curious to see how many of you got a ""little surprise"" after a condom accident!",condom accident,,,,,,,,,,,,,,,,,"How many ladies here got pregnant due to ""condom failure""?",,"Yes:  All 3 pregnancies were due to condom failures... talk about ""little surprises""... 4 of them from 3 surprises.  Even though I've had some pretty rotten luck with condoms I'm so lucky to have the kids I do.",,,
40,426572,negative test result after Laparoscopy (please answer!!!)?,"I had a laparoscopy done on October 19th. I was bleeding from that date up until the 28th of october. So i figured my period was in there with that bleeding.... However it wasn't supposed to be due until the 29th of october. However... I STILL have not gotten my period. If I started my period on the 21st like I thought, I would be late by 3 days.. I took a test, and it is negative I took two?? anyone have this after this proceedure?? 
late period, heartburn, gas, headaches, sore breast, and a little naseau (not throwing up)","I was told by the surgeon (a fertility specialist, though that's not why I had the surgery) that my periods could be a bit irregular afterwards. If you're concerned, give the surgeon a call. At the very least, there should be a nurse that you can talk to.

Good luck.","Laparoscopy, period",,,,,,,,,,,,However it wasn't supposed to be due until the 29th of october.,period,,,,,,,,,,,,,,,,,"anyone have this after this proceedure??  late period, heartburn, gas, headaches, sore breast, and a little naseau (not throwing up)",,No,,,
