,idx,question,content,best_answer,focus,age,gender,other_demographic,sadness_support,sadness_cause,joy_support,joy_cause,fear_support,fear_cause,anger_support,anger_cause,surprise_support,surprise_cause,disgust_support,disgust_cause,trust_support,trust_cause,anticipation_support,anticipation_cause,confusion_support,confusion_cause,denial_support,denial_cause,neutral,other_emotional_state,informational_support,emotional_support,esteem_support,tangible_support,network_support,other_support,support_needs,any_notes,other_demographic ,focus 
63,3448110,How to cope?,"I am a domestic abuse survivor.  I have been abused for 18years mentally, physically and sexually.  My step dad was a control freak and kept me in my room.  I never had any friends and I wasn't allowed to talk on the phone.  I get panic attacks..anxiety attacks, hot flashes, back flashes. Chest pain, heart pain when I am around people.  I have a hard time talking to people and making friends.  I try to be myself  but I still haven't made any friends.  Ihave been to councelling all the time and I suffer from mounds of depression and sadness from my lost childhood. How  do I cope?","I have not been in your situation and I am so sorry for what you have had to endure.  It could not have been easy.  
I have some suggestions.  I don't know if they will help or not but I hope so.  I am not any kind of therapist or anything like that just a person trying to give you some suggestions to help.  

Join a chat room here on yahoo. Find people to talk to about what every you want to talk about.  Be careful about giving out personal info like address, phone #, or ssn.  You don't want to do that.  It can be dangerous.  
Get a My Space account.  You can blog (write) your feelings as a diary that no one else can see.  You can blog things that only your friends can see.  You can blog things /thoughts that any one can see.  You can search to find people you may know and have a friends page.  I will be happy to be your friend.  
Do the IM thing with people
If you attend church, join a Bible study or small group.  
What hobbies do you have?  Join a group that do this.  
Find a new hobby.  
Volunteer at a hospital or nursing home.  People there do not get out much and need new friends/faces.  
Volunteer at a museum or zoo.  
Write a story or book about what you have gone through.  It may never be published but it might help you get your feelings down on paper.   

Best of luck.  It will get better. Be yourself.  You will make friends in time.  I do believe that.",,,,," I have a hard time talking to people and making friends.
",domestic abuse,,,,,,,,,,,,,,,,,,,,,,Yes:  How  do I cope?,,,,,Yes: Best of luck.  It will get better. Be yourself.  You will make friends in time.  I do believe ,,,depression
67,3737760,I am experiencing serious heade ache. PLease advice me i dont know what to do again.?,I have seen a head specialist doctor for my head ache. I was refered to do a X-RAY. It was discovered that i was develoing Synous. I was given some drugs and nasal spray to use. But i'm still feeling the same pain. I am taking tablets every blessed day in my life for the past one year. I sometimes find it difficult to work with this pain in my office so it forced me to go home. I really want to part with this pain. Its too painful.,If you have Sinus infection you need to an ENT.,,,,,,,,, I sometimes find it difficult to work with this pain in my office so it forced me to go home.,headache,,,,,,,,,,,,,,,,,,Yes:  PLease advice me i dont know what to do again.?,,,,,No,,,headache
68,3738166,I feel suicidal because of my degree?,"i cant take it no more. what am i suppose to do. i explained my problem but it doesn't mean anything to them after a bit. they all forget and pressurise me again and again. i feel like i want to die. i already have 4 long term illnesses like depression, urine incontinence cos of stress, PMS and Obsessive Compulsive Disorder and as if that isnt enough for the past 10 yrs, i have had a mother who has been ill with muscle pain and cant lift, carry and do things in the house so i have thye cooking, cleaning, washing machines, ironing, hoovering, shopping and everything to do and on top all these tutors are killing me by expecting work to be handed in on time. how the hell am i as a 22 yr old going to survive. i have no job for money either. what do they think i am, super human? i feel sooooo ill. i tell them and it only means something when i cry otherwise its not taken seriously enough. why?","Girl, I know exactly how you feel. And really I do. I also am 22 years old with ailing mother, but my father is also sick. I feel like if I don't get my degree in college and get a good job, no one is going to take care of them in the future. It's so much pressure riding on me and it's hard, life gets hard, sometimes you just wanna end it all.
I also suffer from many illnesses, including depression, anxiety, frequent migraines, and bouts of anorexia. It gets hard to handle and you wonder how you're going to get out of it. I know money struggles and I'm sure you can get a job especially since its Christmas season, plenty of places are hiring, and if you do well there, they might make you permanent! Just take some time out for yourself, take a breather, and enjoy life for as much as its worth. 
-from someone who cares",,,,,"i feel like i want to die.
",Obsessive Compulsive Disorder,,,,,,,,,,,,,,,,,,,,,,Yes: i tell them and it only means something when i cry otherwise its not taken seriously enough. why?,,,,,"Yes: Just take some time out for yourself, take a breather, and enjoy life for as much as its worth. ",,,suicidal
69,3753132,People here help me with my headache problem plz.?,"My headache started when my depressive episode started two years ago. I'm having schizoaffective disorder.
It feels like stress but sometimes it's not~Maybe there's something but I can't tell.
I'm experiencing kinds of headache for everyday, it feels tight and sometimes probing I'm so tired of feeling pain in my head.
Would it be caused by my schizoaffective disorder or something else? I've been to the hospital and they said my ray of brain is normal. Help me thanks.","Yes, talk to your doctor.  Perhaps it is connected to your medication, and only your doctor can advise you there.

The only time I suffered with headaches was when I took vitamin A or E tablets daily (separately).  It felt like I had overloaded the back of my head.  So now I don't take vitamin tablets and just make sure to treat myself to a balanced diet.  Although I know that there are some ailments that are treated with vitamins.  

I think that the sooner you speak to your doctor the better",,,,,,,,,,,,,,,,,,,,,It feels like stress but sometimes it's not,stress,,,,,,Yes:  Help me thanks.,,,,,No,,,headache
70,3858358,What can you take for a head cold (it could be sinuses) when pregnant?,"I just found out last week and got it confirmed today with my doctor and I'm sick as a dog with a head cold, it's probably sinuses, pressure, head ache, congestion, runny nose, sneezing... I took NyQuil 2 days ago without thinking my doctor said absolutly no, to deal with it with OJ and tylenol, but I'm soooo sick and have a 3 year old to deal with and my husband is out of town, I can't just ""deal with it"", I need to be well! Is there anything I can take that won't have an adverse effect on my unborn baby?","if you are in your first 6-13 weeks, I suggest not taking anything at all, because this time is when serious adverse effects could cause damage to the baby
if it is past 13 weeks, it's not that big of a deal, (even though i wouldn't take any meds at the risk of my baby) but you should ask your doctor again, and if he is not helping you, call an obstetrician to find out. Find one in the yellow pages or if you know of one in particular in your town and ask what is best to do, medicine-wise, that will not harm your baby.
But if you are not past 13 weeks, you need to just deal with it.",,,,,"I took NyQuil 2 days ago without thinking my doctor said absolutly no, to deal with it with OJ and tylenol, but I'm soooo sick and have a 3 year old to deal with and my husband is out of town, I can't just ""deal with it"", I need to be well!",pregnant,,,,,,,,,,,,,,,,,,,,,,Yes:  Is there anything I can take that won't have an adverse effect on my unborn baby?,,,,,No,,,pregnant
71,3936721,"HELP...!!  2 days before the baby came, i broke out it horrible hives.  Nothing seems to work!!?","When I was in the hospital for my C-section, they gave me 50mg of benedryl and 20mg of predisone. That didn't seem to work, as the hives would go away and come back the whole time i was in the hospital.  The hives lasted for 8 days. They sent me to see a dermatologist on the 9th day and the hives were gone, except for the bruising left behind from them in my legs.  The DERM told me it is probably from my pregnancy and if it lasts more than 6 weeks come back.  Its been 5 weeks now, and the hives have come back over the last week , progessing more and more.  My lips swell up and i look like Angelina Jolie.  My hands and feets sometimes swell and the hives will come and go usually lasting all day and then go away the next.  Last night they were all over my body, hands were swollen and this morning my arms just ACHE bad.  (But no HIVES)  It hurts to move them..  I'm supposed to try Zyrtec next,  but i just dont think its going to work..

Any suggestions on what to do?","Zyrtec will work. If it doesnt Allegra will. I had hives like that no apparent cause, nothing OTC worked. Benedryl didnt even touch it. I went to the doc he said that there isnt a gurantee that i will ever know what caused them. He put me on Zyrtec, and I havent had them since.",,,,,,,,,"Last night they were all over my body, hands were swollen and this morning my arms just ACHE bad.  (But no HIVES)  It hurts to move them..
",hives,,,,,,,,,,,,,,,,,,Yes: Any suggestions on what to do?,,,,,No,,,pregnancy
73,3959150,Exercising and feeling better during pregnancy?,"I am 11 weeks pregnant.  Have suffered from morning sickness 24 7 since week 5. Severe food aversions, and smells, and was dry heaving and sometimes throwing up 5-6xs a day up until about a week ago.  I have read everything on internet and tried just about all.. thinking I'm starting to feel better and am taking reglan, but now headaches are kicking in-tylenol doesn't cut it.  I am going to try chlortrimeton today- that helped early on for allergies and I'm sure the headaches are sinus related.  Anyway... any out there sugg.?  And also, I was not reg. exercising when got preg, outside of walking.  Needless to say, I feel so completely out of shape as I have been really lazy, or as lazy as I can be and still keep 2 1/2 year old happy thru all of this morn sickness etc.  Any exerc or sites recomm. for preg safe stretching and shape stuff that has worked for any of you?  I'm a small person but am afraid going to gain too much as I have to never have comp. empty stomach.  Thnx in advance!!","Wow, you are having a rough time of it honey.  I can sympathize with you because years back I was similiar.  I tried just to get walking around my neighbourhood--back lanes actually, as I was in a bitchy mood.  It worked.  I walked and the walking grew with me......I have had 4 children now, just a year apart!!

I was careful what I ate.....vegs. and fruits lightly taken....and no caffeine ---makes you sick actually.  I drank herb tea and cinnamon in it made my stomach much better.

and I read any books that interested me.  When I found a comfy spot on a bed/couch/chair I would curl up here and there for 20 min. and enjoy reading.  I actually got hooked on silly teen books for awhile--Nancy Drew--can you believe it!!  and I was a university major!! haha   anyway I read and read and   well I made it....
luv Ava",,,,,,,,, I'm a small person but am afraid going to gain too much as I have to never have comp. empty stomach. ,pregnancy,,,,,,,,,,,,,,,,,,Yes: Exercising and feeling better during pregnancy?,,,,,"Yes: Wow, you are having a rough time of it honey.  I can sympathize with you because years back I was similiar.",,,pregnancy
75,4035741,How long does she have...Living with progressive multiple sclerosis?,"My Aunt was diagnosed with MS over 20 years ago. In the past 7 years she has gotted really bad, she basically has every symptom of progressive MS. It's so hard to see her like this at the age of 57. The medication she is on doesn't really help her. She has no blatter control, can barely walk, very moody, cant remember things or keep a conversation going and can barely walk. So I wonder, how long she may have until we have to put her in a nursing home or worse death.","No one can pin point the exact t ime of death for anyone.  But I would say that your aunt is depressed.  Think about it she should be inthe prime of her life enjoying herself and she has zero control.  Unfortunately MS is a progressive disease without cure.  Just be there for her.  Make sure that she has someone to take care of her at home.  You DO NOT want her to go to a nursing home where she will get substandard care.  PLus that will depress her more.  Losing her home will be devastating.  Make sure that is she is bed ridden that she gets turned every hour and if she is in a wheel chair make sure that she lies down to relieve the pressure on her cocyx.  You do not want her getting sores otherwise she will have to go to a home.  If she doesnt have a catheter think about her getting one It would reduce the risk of urine burns to her thighs, buttox, and vagina.  Imagine if your freedom was taken this is what it is like for her loss of control.  It is sad but she needs a strong network of family and friends with whom she can talk to.",,,,,,,,,"She has no blatter control, can barely walk, very moody, cant remember things or keep a conversation going and can barely walk.
",progressive multiple sclerosis,,,,,,,,,,,,,,,,,,"Yes: So I wonder, how long she may have until we have to put her in a nursing home or worse death.",,,,,Yes: It is sad but she needs a strong network of family and friends with whom she can talk to,,,progressive multiple sclerosis
85,4480805,I have had a cough for the past 7 months which gets worse at night.  Accompanied by runny nose and watery eyes,"I do have 2 long hair cats (had them for 5 years).  However, I think this is all due to allergies (even tho I've never had in past - I'm 54).  Sometimes at night I wake up 2-3 times every hour with a cough that doesn't stop unless I drink some cold water and blow my nose.  I also was unable to have my windows open this fall because I would start to cough.  I think that I've gradually developed various allergies possibly originating from having cats.  I'm very frustrated and don't want to give my cats away but I'm becoming concerned about all this constant coughing.  Please help.","You should see an allergy specialist.  

The fact that it gets worse at night leads me to believe you are allergic to dust mites.  They are microscopic little creatures that love bedding.  It also sounds to me like your allergy is pretty severe.  I'm allergic to dust mites and my only problem has been a little snoring.  I take Clariton at night to help fight it.  

By any chance, did you by a new pillow around the same time the coughing started?  That could be your source.  There are pillows specially made for people with allergies.",,,,,,,,,,,I'm very frustrated and don't want to give my cats away but I'm becoming concerned about all this constant coughing.,cough,,,,,,,,,,,,,,,,Yes:  Please help.,,,,,No,,,"runny nose, watery eyes"
1,3588876,Help on 6.5cm ovarian cyst  at 11 weeks pregnant?,"I'm somewhere around 11 or 12 weeks pregnant and my obgyn has been monitoring a cyst in my ovary that is now 6.5cm.  I'm scared to be honest and while they keep saying ur ok, this is normal, I just feel something is not right about this.  It doesnt hurt, sometimes I feel an ache but it doesnt last long.  Is there anyway to get rid of this be it by maybe soaking or any kind of medication or just something to not worry about it? I am going to a high risk doctor soon but I'm anxious.",DONT WORRY. all women have them every month when the time comes they just burst and go away. some times though if it becomes a problem. they can go in and remove them. i would not worry about this at this time. take care of your baby inside you. the doctors know what they are doing. take care.,ovarian cyst,,Female,,,,,,"I'm scared to be honest and while they keep saying ur ok, this is normal, I just feel something is not right about this.",ovarian cyst,,,,,,,,,,,,,,,,,Is there anyway to get rid of this be it by maybe soaking or any kind of medication or just something to not worry about it?,I am going to a high risk doctor soon but I'm anxious.,,,,,Yes:  take care of your baby inside you. the doctors know what they are doing. take care.,,,
6,4347534,spotting and bleeding?,"I have been bleeding for 12 days went to the er twice and have been seeing my dr. They say that I am not miscarrying, i have no infections and my hormone levels are at 2365 at 6 weeks. I am now 7 1/2 weeks and go for an 3rd u/s to see if they are seeing something at 8 weeks. Previous ultrasounds show nothing. The bleeding is like my period with a few clots from time to time and no pain at all. What can i do to make my self more comfartable til they find out what is going on? My Dr seems not to be to worried, but of course I am all out of whack about it being my first pregnancy and all. Just concerned and worried and only pregnancy symptoms i think i have are headaches sometimes, some breast tenderness and bloating.","Sounds to me like you have had a misscarraige. You said that your ultrasound only shows the lining of your uterus thickening, If you or your doctor can not see the embryo in the uterus or its heart beat, then something is wrong.

I am speaking from experience. I have had two miscarraiges.
My first one was called a missed Miscarraige because the baby stoped growing in utero and my body did not recognize that the pregnancy had ended, and I had to have a D & C.

A Pregnancy test can still come back positive even if you have misscarried, because the pregnancy hormones are still being made by your body-- so be sure to have all of your bases covered.  Good Luck",spotting and bleeding,,,,,,,,I have been bleeding for 12 days went to the er twice and have been seeing my dr.,bleeding,,,,,,,,,,,,,,,,,,What can i do to make my self more comfartable til they find out what is going on?,,,,,No,,,
9,2387114,Eye twitching?,"i am a hardcore computer user, i am facing this eye twitching problem, its really violent, whenever i eat or speak, it happens and now people are making fun of me because of that. i went to docTor for that, he gave me some medicnes for my eyes, eye drops for dry eyes, it worked, my eyes are good now but twitching is still happening, my lower eyelids and cheeks are affected, i just cant control it, when i speaks, no matter how much i try to control, it still happens , I BEG YOU, PLEASE HELP ME",first,Eye twitching,,,,,,,,"my eyes are good now but twitching is still happening, my lower eyelids and cheeks are affected, i just cant control it, when i speaks, no matter how much i try to control, it still happens",twitching,,,,,,,,,,,,,,,,,,"I BEG YOU, PLEASE HELP ME",,,,,No,,,
15,435376,Better Body?,omg.im sooo scared......i started my period a cuple months a go....actually a lot of months ago..wen i first started skool i weighed 110.......now i weigh 117.......is this normal..ive noticed that my stomache has gotten bigger......im not sure aout my ass...but my boobs have gotten bigger too..........the problem is that evrything is getting bigger........ i like it......exept for the fatc that im not as skinny as i used to be.......im a size 1........veryy small i know...i want bigger thighs and a bigger but......and i also want a flat stomache......please dont asnwer by tellin me to eat doughnuts all day and be lazy..........maybe some exercises...................please......................one more thing...i hate to say it but ever since i got my period i've been getting more horny than usual...........eww.........PLEASE HELP ME,how may i help you ...well it's normal welcome to womanhood,body,,,,,,,,im sooo scared.,body,,,,,,,,,,,,,,,,,,PLEASE HELP ME,,,,,Yes: how may i help you ...well it's normal welcome to womanhood,,,
21,3515515,Can't fit back into the society....help!?,"I was diagnosed having borderline personality disorder after my first job when I ended up in the mental institute with multiple mutilations & attempted suicide. I landed in the intensive care unit in my 2nd job and in my more recent job, I had taken so many days of medical leave that the company decide they had to let me go.

I am still a patient at the mental institute seeing the psychiatrist for medication.

I have a university degree and I have been applying for new jobs. i never stated that I have any mental disorder in the application form else I would never have a chance to be shortlisted.

But the trauma of my past few jobs have been so great that I find myself resisting going for interviews and then feeling very guilty. 

My mind tells me to look for a job but my feelings are in conflict. I am just so frightened and so resistent. It can be quite tiring hiding the fact that I am mentally ill from the employers and they find out eventually.

Can I give myself a break?","Before rushing into finding a new job, you should really work through all these issues with your therapist. Do you have a good therapist that you like and trust? If not, you should concentrate on finding one because all of these fears and apprehensions you have need to be talked out so you are not going into your new job with all that baggage with you. You CAN start again and succeed, but you really need to leave those past failures behind you where they belong. 

All the best.",borderline personality disorder,,,,,,,,I am just so frightened and so resistent.,borderline personality disorder,,,,,,,,,,,,,,,,,,Can I give myself a break?,,,,,"Yes: You CAN start again and succeed, but you really need to leave those past failures behind you where they belong. ",,,
30,979283,why cant i have a baby ?,I have been pregnant 3 times and the 3 times i have lost my pregnancies the first 2 were miscarriages and the last one was utopic and also ended up in miscarriage i am sick of people telling me its because i am too anxious i have done all the test that they can do and they can not find anything wrong with myself or my husband we really love each other and a baby would fulfill our lives and the love we could give to a baby it just makes me so sad thinking about it some people who are pregnanat or have kids they dont want them but they really dont know how lucky they are if only i could just have one baby it would make me the happiest person in the world myself and my husband both,"Honey, I can't explain it either. I am experiencing the same problem as you. I can't carry either. After the second miscarriage I haven't gotten pregnant at all. There is nothing wrong with either my husband or myself either. In fact my husband has 2 children from previous marriage and although I love my stepchildren as they are my own it's not the same. I feel the same way, seeing all these crackheads and pedophiles having children that are not wanted or abused and I literally have a breakdown when I hear of an abandoned baby or a baby killed and thrown in the garbage, but the best way that I look at it is (and I'm not a very religious person) when God is ready He will let me have one. Have you ever considered adoption. There are thousands if not millions of unwanted children that need a mommy and daddy. Why not fulfill your dreams as well as one of those unwanted children's dreams. I would have but my past felony conviction from so many years ago won't allow it.","pregnancy, miscarriages",,,,i am sick of people telling me its because i am too anxious i have done all the test that they can do,"pregnancy, miscarriages",,,,,,,,,,,,,,,,,,,,,,why cant i have a baby ?,,,,,"Yes: Honey, I can't explain it either. I am experiencing the same problem as you. I can't carry either.",,,
31,1437242,Pregnancy and mood-swings?,"My family don't believe that pregnant women get mood-swings and get overemotional. Well they kind of do but they think that at 2 months pregnant it's 'too soon for that kind of thing' and I'm just attention-seeking.

I thought, maybe they're right so I tried really hard to 'snap out of it' and 'control myself' but it didn't help and I really, really tried hard. I keep bursting into tears for no reason and I don't even know why I'm crying. I'm phobic about childbirth and I'm really worried why I don't feel any affection towards the unborn baby yet.

It doesn't seem real yet. I don't even have a bump yet. all I have is painful, swollen breasts, abdominal cramps and depression. I keep having scary dreams about the baby being born dead, or having a miscarriage or it being deformed or it being born and then dying of cot-death or of it being born perfect but I'm such a bad mother that I don't know how to look after it and it dies.

I don't know what to do.",Every thing that you are feeling is normal.  It's almost as soon as you find out that your pregnant the worrying starts.  All most everyone experiences some level of these feelings. Your emotions are very different when your pregnant and everyone deals with them differently.  Not knowing what life is going to be like with a newborn and not knowing what the delivery is going to be like is also very scary.  I would get as much information as you can about delivery and baby development in the uterus as well as talking to your Dr about all the feelings you are feeling.  You may be at risk of postpartum depression (which is also very normal).  As for it not feeling real that's OK..pretty soon you will hear the babies heart beat and then see and ultrasound and start feeling the baby move..for me that's when it started to feel real.  Good luck  Try www.pregnancyweekly.com you can sign up for a weekly newsletter to be e-mailed to you about every week during your pregnancy and what you should be feeling.,Pregnancy and mood-swings,,Female,,I keep bursting into tears for no reason and I don't even know why I'm crying.,Pregnancy and mood-swings,,,,,,,,,,,,,,,,,,,,,,I don't know what to do.,,,,,Yes: As for it not feeling real that's OK..pretty soon you will hear the babies heart beat and then see and ultrasound and start feeling the baby move..for me that's when it started to feel real.  Good luck ,,,
43,8154,How am i supposed to live a normal life if I suffer from ME (or chronic fatigue syndrome as its commonly known,"ive been suffering from ME since i can remember. At 25 ive never been close to settling. I havent got the stamina to hold down a normal job and have had loads of jobs since leaving school. Ive been to counsillors, GPs, even a chronic fatigue clinic. None have helped. Im on Anti-depressents which helps a little, but it doesnt help my concentration or memory. I darent talk to any one about it cause i think people will just think im being lazy but its not that at all, i genuinely dont have the energy to do anything half of the time. Its embarrassing, and although ive hidden it well all my life, people are just starting to think im a waste of space. How can i live a normal life when i feel like this?",I don't think it's you.  It's probably the low-level jobs you've worked in the past that make you think you have ME.  Have you ever noticed that the higher-paying jobs are always the ones with the least amount of work and stress involved?,chronic fatigue syndrome,,,,"Its embarrassing, and although ive hidden it well all my life, people are just starting to think im a waste of space.",embarrassing,,,I havent got the stamina to hold down a normal job and have had loads of jobs since leaving school.,stamina,,,,,,,,,,,,,,,,,,How can i live a normal life when i feel like this?,,,,,Yes: I don't think it's you.,,,
46,225134,"I have mood swings throughout the day, and I can actually feel myself going in and out of them?","I'll be extremely happy, then later, I'll shift into sad mode.  I get feelings of peace, feel loved, feel successful.  Then later I feel hopeless, unloved, neglected.  I have been diagnosed as having depression and anxiety disorder by my nurse practioner.  I don't trust her judgement because she prescribed medication without really giving any kind of diagnostic test.  I was prescribed Lexapro and Niravam.  The Lexapro didn't seem to help much, made me sick, and made me gain weight.  I just stopped taking it.  It's been so bad at times, I wanted to check myself into the hospital because I felt like I wanted to die.  I don't know what to do.  I feel like no one, not even the nurse or doctors, ever takes me seriously.  I am extremely depressed right now.  Yesterday I was really bad and isolated myself from my fiance and my family.","I agree with not trusting the fact that you were given meds without a diagnostic process of any kind. However, there are a few things that can contribute to mood swings. The most obvious is bipolar disorder (aka manic depression), and there's also menopause (I don't know your age or sex), diet, and just clinical depression which can manifest in many different ways - some people can even have hallucinations with profound depression. 

I suggest that you change doctors and explain all of this to the new doctor. Tell him that you are looking for a doctor that will actually examine and test your symptoms. Let him know what meds you have tried and all the effects they have had. 

You do need to realize that many mental health medications have side effects like the ones you mentioned. You may be able to find one that has fewer effects, but never stop taking a med until you have called your doc and notified him of the problem. These kind of meds need to be kept at an even level in your system, and it can cause more harm than good to take them sporadically or to stop suddenly.

It is a good idea to keep a journal - keep track of your moods - list the feeling, the strength of the feeling, the cause of the feeling (if there is one), the time you began feeling this way, etc. Take this journal with you when you see the doctor.",mood swings,,,,I am extremely depressed right now.,depressed,,,,,,,,,,,,,,,I don't trust her judgement because she prescribed medication without really giving any kind of diagnostic test.,medication,,,,,,"I have mood swings throughout the day, and I can actually feel myself going in and out of them?",,,,,Yes: I agree with not trusting the fact that you were given meds without a diagnostic process of any kind. ,,,
69,3237636,how do you get rid of fibromayaliga pain?,"i have had it for about 3 years. i used to take amtripaleane for sleeping and that helped me but caused me to gain alot of weight. i went off of it when i got pregnant and got so depressed, i have to say i have never felt that bad. i wont go back on it now because i never want to feel that bad again and i'm suffering from really bad pain. the doctors say that is all that they can give me so i have been trying to live with it, i'm having a really hard time with this now and would like some help on things that i could take or do to make it better. tylonel 1 is not working.","Have you tried physical therapy? A lot of times they can use interventions that are helpful such as relaxation, energy conservation, gentle stretching, moist heat, ultrasound, biofeedback and exercise to help with pain managmetn...Just be careful and dont listen if you get a therapist that tells you to work through the pain, ive learned with my FMS patients need a lot of rest. But in a lot of cases, there isn;t a lot that that can be changed, even with patient compliance",fibromayaliga pain,,,,". i went off of it when i got pregnant and got so depressed, i have to say i have never felt that bad",amtripaleane,,,,,,,,,,,,,,,,,,,,,,i'm having a really hard time with this now and would like some help on things that i could take or do to make it better.,,,,,No,,,
75,4125962,"miscarriage, when to call it quits..?","im 23 this year, I have a gorgeous son who's 2 in july.
the problem is i have had 4 miscarriages before he was born and 1 after him. The loss i dealt with has depressed me and although it doesn't mean i love my son or husband any less i'd really like one more addition to our family. if i am blessed to have another baby should i get my tubes tied or if unfortunately i have 1 or 2 more miscarriages should i also get my tubes tied.
I cant keep going through this for myself(or my husband) emotionally or physically but i'd desperately love to have another child.",You need to find out why you are having miscarriges and if there is anything you can do to carry the baby to term.  I suggest starting with an endocrinologist.  If you have a hormone or thyroid problem it is easy enough to fix.  Incompetent cervix could be another cause and easily fixed.  I had 6 miscarriges before I had my son and it ended up being due to low estrogin levels easily fixed with supplements.  Now I have 2 kids and who knows I might have more!!!,miscarriage,,,,The loss i dealt with has depressed me and although it doesn't mean i love my son or husband any less i'd really like one more addition to our family.,miscarriage,,,,,,,,,,,,,,,,,,,,,,I cant keep going through this for myself(or my husband) emotionally or physically but i'd desperately love to have another child.,,,,,No,,,
77,4299999,"I have pelvic muscle pain from playing football.  Not lumpy, but the muscle is tight. Should I be worried?","I play flag football every Saturday and it gets pretty intense.  Before playing last week, I helped a friend move a couch.  I didn't really feel a strain then, but once I started playing, I felt a really bad strain in my lower pelvic area.  And now after playing, I'm in so much pain.  It really hurts to sit up and I can feel it when I walk.  It's not lumpy like a hernia... but the area is just tight like a muscle strain.  Should I be worried?  How can I remedy this?","Personally, I don't suggest you to see a chiro. You may however try putting hot compress on the area for 20 - 30 min a day or as needed. Then try stretching back muscles. Also, strengthen muscles on your back. If the pain worsens, try seeing an orthopedic doctor. You you will go through an a xray to check if it's your spine that's causing the pain. If it's the muscle, go to a physical therapist. You can be treated with Ultrasound and they'll teach you the different exercises that can stretch and streghten the muscles supporting your back legs.",pelvic muscle pain,,,,"I didn't really feel a strain then, but once I started playing, I felt a really bad strain in my lower pelvic area.",bad strain in my lower pelvic area,,,,,,,,,,,,,,,,,,,,,,Should I be worried?  How can I remedy this?,,,,,No,,,
81,2274774,whats going on?,"hey guys i've been suffering from very bad morning sickness... nausea, lightheadedness, vomiting and cramps for the past 3 days. i have not taken the pregnancy test, yet but i know my body feels different. however, one little thing.. usually before my period, i get a lot of white, thick discharge, but now i'm getting watery milky like discharge! right now i'm still suffering from nausea and confused about the watery milky discharge. help","yep, you could be pg. try a home test, you can get them for before your period is due now. but if you have got the patience wait until a couple of days after. good luck!","morning sickness, nausea, lightheadedness, vomiting and cramps",,,,,,,,,,,,,,,,,,,,right now i'm still suffering from nausea and confused about the watery milky discharge,nausea,,,,,,help,,,,,No,,,
82,3718596,husband has been bleeding from rectum to penis what should i do ? he won't go to the Dr.and is in denial.,"this has been going on for several months, i have did research on colon cancer and also prosrate cancer, all symptoms point in that direction, he refuses to go see a doctor. he has not been diagnoised and refuses to take out alife insurance policy that he could benefit from if he has this desiese. what should i do ? he is 59 years old and has'nt been to the doctor in several years, he stays tired alot.please tell me something that i could possably do to help him.or should i just stop worrying since he does'nt seem to care ?","bleeding from the penis/rectum is NOT NORMAL. have him see a doctor about it immediately, or ask a doctor about what it can possibly be. Its definitely something that shouldn't be ignored, especially if you notice he's been acting differently.","bleeding, rectum, penis",,,,,,,,,,,,,,,,,,,,,,he won't go to the Dr.and is in denial.,"bleeding, rectum, penis",,,,please tell me something that i could possably do to help him.or should i just stop worrying since he does'nt seem to care ?,,,,,No,,,
43,2583388,Diagnose with a Genetic Disorder?,"I met the love of my life when i was 17 yrs old, now i am 27 and have borne three boys. I have since started college for a more meaningful life for all of us, but the main reason being for going to college was my partner was diagnosed with Huntington Disease about three yrs ago, i am not a single parent but i feel i am obliged to make a career for the sake of our boys because it seems i won't always have their dad around,.......Am i burying dad before his time or am i doing the right thing for our family?",i think your doing the right thing. your trying to ensure you can provide for your family if the worst happens. i find that admirable,Genetic Disorder,25-34 years old,Female,,,,,,i am not a single parent but i feel i am obliged to make a career for the sake of our boys because it seems i won't always have their dad around,it seems i won't always have their dad around,,,,,,,,,,,,,,,,,,Am i burying dad before his time or am i doing the right thing for our family?,,,,,Yes: i think your doing the right thing. your trying to ensure you can provide for your family if the worst happens. i find that admirable,,,
44,3776251,Missed Miscarriage?,"I just had my 9 week ultra sound to see the baby's heart beat.  Unfortunately, we didnt see one.  My dr. said that the baby should have been miscarried, but for some reason my body held onto it.  The baby doesnt have a heart beat, and she has no requested for some blood work to be done, and I am scheduled to have a procedure done on friday to expel the baby.  Are there any chances the dr could be wrong?  She said that its just an abnormal sperm or egg where the baby isnt developing correct, and it had nothing to do with what I could or couldnt do.  

This would be my first child and both my husband and I are sooo devastated.  Has this happened to anyone else?","I'm so sorry to hear this. To answer your question, yes this has happened to me. With my first pregnancy I began bleeding at 13 weeks. When I went to the doctor it appeared that the baby had not been growing for around 5 to 6 weeks. 

I would definitely request a second ultrasound so that you can see for certain what is going on. It helps to know. 

It has been speculated that nearly half of pregnancies end in miscarriage. There are many reasons that it happens, but in most cases it's just something isn't developing correctly. 

I'm not sure if it's much consolation to you, but I went on to have another baby less than a year later, two years after that, I had another baby.

I'm so sorry for your loss.",Miscarriage,,,,"My dr. said that the baby should have been miscarried, but for some reason my body held onto it.",Miscarriage,,,,,,,,,,,,,,,,,,,,,,Are there any chances the dr could be wrong?,,,,,Yes:  I'm so sorry for your loss.,,,
